"","DIRECTORIO","SECUENCIA_ENCUESTA","SECUENCIA_P","ORDEN.x","ING","REC","CAR","SEC","I_HOGAR"
"21609","7821317","1","1","1",1,0,1,1,1780000
"21610","7821318","1","1","1",1,0,0,1,1500000
"21611","7821319","1","1","1",1,0,0,1,1070000
"21612","7821320","1","1","1",1,0,0,1,1683333.3333
"21613","7821321","1","1","1",2,0,0,1,1950000
"21614","7821323","1","1","1",1,0,0,1,780000
"21615","7821324","1","1","1",2,0,0,1,2131666.6667
"21616","7821325","1","1","1",1,0,0,0,1600000
"21617","7821326","1","1","1",2,0,1,1,1541666.6667
"21618","7821327","1","1","1",1,0,0,1,1650000
"21619","7821328","1","1","1",2,0,0,1,333333.33333
"21620","7821329","1","1","1",2,0,0,1,5834000
"21621","7821330","1","1","1",1,0,0,0,848333.33333
"21622","7821331","1","1","1",2,0,0,1,160000
"21623","7821332","1","1","1",2,1,0,1,3114000
"21624","7821334","1","1","1",1,0,0,1,590000
"21625","7821335","1","1","1",2,0,0,1,2407000
"21626","7821336","1","1","1",1,0,0,1,633333.33333
"21627","7821337","1","1","1",2,1,0,1,1100000
"21628","7821338","1","1","1",2,0,0,1,1575000
"21629","7821340","1","1","1",2,0,0,1,1450666.6667
"21630","7821342","1","1","1",1,0,0,1,316666.66667
"21631","7821343","1","1","1",1,0,0,1,1450000
"21632","7821344","1","1","1",1,0,0,1,890000
"21633","7821345","1","1","1",2,0,0,1,9e+05
"21634","7821346","1","1","1",1,0,0,1,5e+05
"21635","7821347","1","1","1",2,0,1,0,3200000
"21636","7821348","1","1","1",2,0,0,1,2873250
"21637","7821349","1","1","1",1,0,0,1,350000
"21638","7821350","1","1","1",2,0,0,1,450000
"21639","7821352","1","1","1",1,0,0,1,8e+05
"21640","7821353","1","1","1",2,0,0,1,983000
"21641","7821354","1","1","1",2,0,0,1,1950000
"21642","7821355","1","1","1",2,0,0,1,1554333.3333
"21643","7821356","1","1","1",2,0,0,1,571666.66667
"21644","7821357","1","1","1",1,0,0,1,5e+05
"21645","7821359","1","1","1",1,0,0,1,780000
"21646","7821360","1","1","1",1,0,0,1,1340000
"21647","7821361","1","1","1",1,0,0,1,1100000
"21648","7821362","1","1","1",2,0,0,1,1435750
"21649","7821363","1","1","1",1,0,0,1,948333.33333
"21650","7821364","1","1","1",1,0,0,1,1761666.6667
"21651","7821365","1","1","1",1,0,0,1,1312000
"21652","7821366","1","1","1",1,0,0,1,1170000
"21653","7821367","1","1","1",1,0,0,1,8e+05
"21654","7821368","1","1","1",2,0,0,1,846000
"21655","7821369","1","1","1",1,0,0,1,680000
"21656","7821370","1","1","1",2,0,0,1,123333.33333
"21657","7821372","1","1","1",1,0,0,0,1204000
"21658","7821373","1","1","1",2,0,0,1,2e+06
"21659","7821374","1","1","1",2,0,0,1,450000
"21660","7821375","1","1","1",1,0,0,1,790000
"21661","7821376","1","1","1",2,0,0,0,2875000
"21662","7821378","1","1","1",1,0,0,1,2001500
"21663","7821379","1","1","1",1,0,0,1,316666.66667
"21664","7821380","1","1","1",2,0,0,1,626666.66667
"21665","7821382","1","1","1",2,0,0,1,1075000
"21666","7821383","1","1","1",1,0,0,1,970000
"21667","7821384","1","1","1",1,0,0,1,550000
"21668","7821385","1","1","1",1,0,0,1,9e+05
"21669","7821387","1","1","1",1,0,0,1,2e+05
"21670","7821388","1","1","1",2,0,0,1,1e+06
"21671","7821389","1","1","1",2,0,0,1,6916666.6667
"21672","7821391","1","1","1",1,0,0,1,751666.66667
"21673","7821393","1","1","1",2,0,0,1,2532333.3333
"21674","7821397","1","1","1",1,0,0,1,661666.66667
"21675","7821398","1","1","1",2,0,0,1,942500
"21676","7821399","1","1","1",1,0,0,1,329166.66667
"21677","7821400","1","1","1",2,0,0,1,1391666.6667
"21678","7821401","1","1","1",1,0,0,1,641666.66667
"21679","7821402","1","1","1",2,0,0,1,975000
"21680","7821403","1","1","1",1,0,0,1,9275000
"21681","7821404","1","1","1",1,0,0,1,1146666.6667
"21682","7821405","1","1","1",1,1,0,1,640000
"21683","7821406","1","1","1",1,0,0,1,2e+05
"21684","7821407","1","1","1",1,0,0,1,580000
"21685","7821408","1","1","1",3,0,0,1,1700000
"21686","7821409","1","1","1",2,0,0,1,3200000
"21687","7821410","1","1","1",1,0,0,1,481666.66667
"21688","7821411","1","1","1",1,0,0,1,850000
"21689","7821412","1","1","1",1,0,0,1,785000
"21690","7821413","1","1","1",1,0,0,1,1360000
"21691","7821414","1","1","1",1,0,0,1,261666.66667
"21692","7821415","1","1","1",1,0,0,1,566666.66667
"21693","7821416","1","1","1",2,0,0,1,2066000
"21694","7821417","1","1","1",2,0,0,1,241166.66667
"21695","7821418","1","1","1",2,1,0,1,2533333.3333
"21696","7821420","1","1","1",2,0,0,1,271666.66667
"21697","7821421","1","1","1",1,0,0,1,166666.66667
"21698","7821422","1","1","1",1,0,0,1,720000
"21699","7821424","1","1","1",1,0,0,1,1010000
"21700","7821425","1","1","1",2,0,0,0,540000
"21701","7821426","1","1","1",1,0,0,1,626250
"21702","7821427","1","1","1",3,1,1,1,9e+06
"21703","7821428","1","1","1",2,0,0,1,383333.33333
"21704","7821429","1","1","1",1,0,0,1,1261666.6667
"21705","7821430","1","1","1",2,0,0,1,3044416.6667
"21706","7821431","1","1","1",2,0,0,1,1117000
"21707","7821432","1","1","1",1,0,0,1,1041666.6667
"21708","7821433","1","1","1",1,0,0,1,855000
"21709","7821434","1","1","1",1,0,0,1,560000
"21710","7821436","1","1","1",2,0,0,1,8100000
"21711","7821437","1","1","1",2,0,0,1,2800000
"21712","7821438","1","1","1",1,0,0,1,200833.33333
"21713","7821439","1","1","1",1,0,0,1,1060000
"21714","7821441","1","1","1",2,0,0,1,3150000
"21715","7821442","1","1","1",1,0,0,1,6e+05
"21716","7821443","1","1","1",2,0,0,0,1105000
"21717","7821444","1","1","1",2,0,0,0,2833666.6667
"21718","7821447","1","1","1",2,0,0,1,9e+05
"21719","7821450","1","1","1",2,0,0,1,8e+05
"21720","7821451","1","1","1",1,0,0,1,840000
"21721","7821453","1","1","1",2,0,0,1,540000
"21722","7821455","1","1","1",3,0,0,0,2310000
"21723","7821456","1","1","1",1,0,0,0,9e+05
"21724","7821457","1","1","1",2,0,0,1,272500
"21725","7821459","1","1","1",1,0,0,1,508333.33333
"21726","7821460","1","1","1",1,0,0,1,410000
"21727","7821461","1","1","1",1,0,0,1,1645000
"21728","7821462","1","1","1",2,0,0,1,1e+06
"21729","7821464","1","1","1",1,0,0,1,1805833.3333
"21730","7821465","2","1","2",1,0,0,1,1e+06
"21731","7821466","1","1","1",2,0,0,1,3935000
"21732","7821468","1","1","1",1,0,0,1,685000
"21733","7821469","1","1","1",1,0,0,1,1449166.6667
"21734","7821470","1","1","1",2,0,0,1,980000
"21735","7821471","1","1","1",1,0,0,1,825000
"21736","7821472","1","1","1",2,0,0,1,2725666.6667
"21737","7821473","1","1","1",2,0,0,1,850000
"21738","7821474","1","1","1",2,0,0,1,1050000
"21739","7821476","1","1","1",2,0,0,1,460000
"21740","7821477","1","1","1",2,0,0,1,2175000
"21741","7821478","1","1","1",1,0,0,1,1480000
"21742","7821480","1","1","1",1,0,0,0,1770000
"21743","7821481","1","1","1",1,0,0,1,1073333.3333
"21744","7821483","1","1","1",1,0,0,1,8e+05
"21745","7821485","1","1","1",1,0,0,1,871666.66667
"21746","7821486","1","1","1",2,0,0,1,3000666.6667
"21747","7821488","1","1","1",2,0,0,0,331666.66667
"21748","7821489","1","1","1",1,0,0,1,10228333.333
"21749","7821490","1","1","1",1,0,0,1,1501666.6667
"21750","7821491","1","1","1",1,0,0,0,1e+06
"21751","7821493","1","1","1",2,0,0,1,1186500
"21752","7821494","1","1","1",2,0,0,1,1900000
"21753","7821495","1","1","1",2,0,0,1,1400000
"21754","7821496","1","1","1",2,0,0,1,1e+06
"21755","7821497","1","1","1",1,0,0,0,205833.33333
"21756","7821498","1","1","1",1,0,0,1,830000
"21757","7821499","1","1","1",2,0,0,1,8e+05
"21758","7821500","1","1","1",1,0,0,1,4433000
"21759","7821501","1","1","1",2,0,0,1,1500000
"21760","7821502","1","1","1",2,0,0,1,2978666.6667
"21761","7821503","1","1","1",1,0,0,1,1185000
"21762","7821504","1","1","1",1,0,0,0,250000
"21763","7821505","1","1","1",2,0,0,1,6004166.6667
"21764","7821506","1","1","1",2,0,0,1,7e+05
"21765","7821507","1","1","1",1,0,0,1,2246844
"21766","7821508","1","1","1",2,0,0,1,3500000
"21767","7821510","1","1","1",1,0,0,1,120000
"21768","7821511","1","1","1",1,0,0,1,250000
"21769","7821512","1","1","1",1,0,0,1,304166.66667
"21770","7821513","1","1","1",2,0,0,0,9e+05
"21771","7821514","1","1","1",1,0,0,1,466666.66667
"21772","7821515","1","1","1",1,0,0,1,1400333.3333
"21773","7821516","1","1","1",2,1,0,0,5691666.6667
"21774","7821517","1","1","1",1,0,0,0,7e+05
"21775","7821518","1","1","1",2,0,0,0,4016666.6667
"21776","7821519","1","1","1",1,0,0,1,785000
"21777","7821520","1","1","1",3,1,1,1,4741666.6667
"21778","7821521","1","1","1",1,0,0,1,2005000
"21779","7821522","1","1","1",1,0,0,1,537500
"21780","7821523","1","1","1",1,0,0,1,1200000
"21781","7821526","1","1","1",1,0,0,1,750000
"21782","7821527","1","1","1",1,0,0,1,1503333.3333
"21783","7821529","1","1","1",3,0,0,1,3e+06
"21784","7821531","1","1","1",1,0,0,1,1450000
"21785","7821532","1","1","1",1,0,0,0,112666.66667
"21786","7821533","1","1","1",1,0,0,1,350000
"21787","7821534","1","1","1",1,0,0,1,1058333.3333
"21788","7821535","1","1","1",1,0,0,0,1337500
"21789","7821536","1","1","1",1,0,0,1,580000
"21790","7821537","1","1","1",1,0,0,1,348333.33333
"21791","7821538","1","1","1",2,1,0,0,4e+05
"21792","7821539","1","1","1",1,1,0,0,2946166.6667
"21793","7821541","1","1","1",1,0,0,1,6e+05
"21794","7821542","1","1","1",2,1,0,1,2869166.6667
"21795","7821543","1","1","1",1,0,0,1,785000
"21796","7821544","1","1","1",1,0,0,1,1670000
"21797","7821545","1","1","1",1,0,0,1,175000
"21798","7821546","1","1","1",2,0,0,1,2915000
"21799","7821547","1","1","1",2,0,0,1,15025000
"21800","7821550","1","1","1",2,0,0,1,9270000
"21801","7821552","1","1","1",2,0,0,1,1050000
"21802","7821553","1","1","1",2,0,1,1,5525000
"21803","7821554","1","1","1",1,0,0,1,855000
"21804","7821555","1","1","1",2,0,1,1,8242500
"21805","7821556","1","1","1",1,0,0,1,572500
"21806","7821557","1","1","1",2,0,0,1,1091666.6667
"21807","7821558","1","1","1",2,0,0,1,1925000
"21808","7821559","1","1","1",1,0,0,1,1043333.3333
"21809","7821562","1","1","1",1,0,0,1,185000
"21810","7821564","1","1","1",1,0,0,1,1350000
"21811","7821565","1","1","1",1,0,0,1,479166.66667
"21812","7821567","1","1","1",1,0,0,1,230000
"21813","7821568","1","1","1",2,0,0,1,1425000
"21814","7821572","1","1","1",2,0,0,1,3840000
"21815","7821574","1","1","1",1,0,0,1,3e+06
"21816","7821577","1","1","1",2,1,0,1,3370000
"21817","7821579","1","1","1",1,0,0,1,2e+05
"21818","7821580","1","1","1",2,0,1,1,2400000
"21819","7821581","1","1","1",1,0,0,1,1151800
"21820","7821582","1","1","1",2,0,0,1,830000
"21821","7821583","1","1","1",1,0,0,1,562500
"21822","7821584","1","1","1",2,0,1,1,4e+06
"21823","7821585","1","1","1",1,0,0,1,230000
"21824","7821586","1","1","1",2,0,0,1,502500
"21825","7821591","1","1","1",1,0,0,1,1200000
"21826","7821592","1","1","1",1,0,0,1,3e+05
"21827","7821593","1","1","1",2,0,0,1,1959166.6667
"21828","7821594","1","1","1",1,0,0,1,711666.66667
"21829","7821595","1","1","1",1,0,0,1,339166.66667
"21830","7821597","1","1","1",1,0,0,1,733333.33333
"21831","7821598","1","1","1",1,0,0,1,450000
"21832","7821600","1","1","1",3,0,0,1,150000
"21833","7821601","1","1","1",2,0,0,1,1376000
"21834","7821603","1","1","1",1,0,0,1,1113000
"21835","7821604","1","1","1",1,0,0,1,616666.66667
"21836","7821605","1","1","1",1,0,0,1,9e+05
"21837","7821606","1","1","1",1,0,0,1,1021666.6667
"21838","7821607","1","1","1",2,0,0,1,1006666.6667
"21839","7821608","1","1","1",1,0,0,1,4366666.6667
"21840","7821609","1","1","1",1,0,0,1,180000
"21841","7821612","1","1","1",1,0,0,1,5e+05
"21842","7821613","1","1","1",1,0,0,1,9e+05
"21843","7821614","1","1","1",1,0,0,1,133333.33333
"21844","7821615","1","1","1",1,0,0,1,190000
"21845","7821616","1","1","1",2,0,1,0,1e+06
"21846","7821617","1","1","1",1,0,0,1,5e+05
"21847","7821618","1","1","1",1,0,0,1,994166.66667
"21848","7821619","1","1","1",2,0,0,1,2200000
"21849","7821620","1","1","1",2,0,0,1,375000
"21850","7821621","1","1","1",1,0,0,1,780000
"21851","7821622","1","1","1",2,1,0,1,1200000
"21852","7821623","1","1","1",2,0,0,1,1083333.3333
"21853","7821625","1","1","1",1,0,0,0,809166.66667
"21854","7821626","1","1","1",1,0,1,1,730000
"21855","7821627","1","1","1",1,0,0,1,1440166.6667
"21856","7821628","1","1","1",1,1,0,1,1499166.6667
"21857","7821630","1","1","1",1,0,0,0,933333.33333
"21858","7821631","1","1","1",2,0,0,1,1589666.6667
"21859","7821632","1","1","1",1,0,0,0,463333.33333
"21860","7821633","1","1","1",2,0,0,0,850000
"21861","7821635","1","1","1",2,0,0,1,8e+05
"21862","7821636","1","1","1",1,0,0,1,4038166.6667
"21863","7821637","1","1","1",1,0,0,1,183333.33333
"21864","7821638","1","1","1",1,0,0,0,845000
"21865","7821639","1","1","1",1,0,0,1,358333.33333
"21866","7821640","1","1","1",2,0,0,1,17971000
"21867","7821642","1","1","1",1,0,0,1,461000
"21868","7821643","1","1","1",1,0,0,1,340000
"21869","7821644","1","1","1",2,0,0,1,1158333.3333
"21870","7821645","1","1","1",1,0,0,0,574400
"21871","7821646","1","1","1",2,0,0,1,7e+05
"21872","7821647","1","1","1",1,1,0,1,1771666.6667
"21873","7821650","1","1","1",1,0,0,1,702416.66667
"21874","7821651","1","1","1",2,0,0,1,4232500
"21875","7821652","1","1","1",1,0,0,1,451666.66667
"21876","7821653","1","1","1",1,0,0,1,380000
"21877","7821654","1","1","1",2,0,0,1,1035000
"21878","7821655","1","1","1",1,0,0,1,1644166.6667
"21879","7821656","1","1","1",1,0,0,1,1385850
"21880","7821658","1","1","1",1,0,0,1,8e+05
"21881","7821659","1","1","1",1,0,0,0,1363000
"21882","7821660","1","1","1",1,0,0,1,990000
"21883","7821661","1","1","1",1,0,0,1,760000
"21884","7821662","1","1","1",1,0,0,1,1633333.3333
"21885","7821663","1","1","1",1,0,0,1,806666.66667
"21886","7821664","1","1","1",2,0,0,1,1490000
"21887","7821665","1","1","1",1,0,0,1,1100000
"21888","7821666","1","1","1",1,1,0,1,608000
"21889","7821667","1","1","1",2,0,0,1,1385833.3333
"21890","7821668","1","1","1",2,0,0,1,3163333.3333
"21891","7821670","1","1","1",2,0,0,1,5e+05
"21892","7821671","1","1","1",2,0,0,1,870000
"21893","7821673","1","1","1",1,0,0,0,1087500
"21894","7821674","1","1","1",1,0,0,0,1675000
"21895","7821675","1","1","1",2,0,0,1,1e+06
"21896","7821676","1","1","1",2,0,0,1,2600000
"21897","7821677","1","1","1",1,0,0,1,288333.33333
"21898","7821679","1","1","1",2,0,0,1,655000
"21899","7821680","1","1","1",2,0,0,1,4e+05
"21900","7821682","1","1","1",1,0,0,1,1075000
"21901","7821683","1","1","1",2,0,0,1,2556666.6667
"21902","7821684","1","1","1",1,0,0,1,1249000
"21903","7821685","1","1","1",1,0,0,1,1700000
"21904","7821686","1","1","1",1,0,0,1,2104166.6667
"21905","7821687","1","1","1",1,0,0,1,320000
"21906","7821688","1","1","1",1,0,0,1,203333.33333
"21907","7821689","1","1","1",1,0,0,1,1520833.3333
"21908","7821690","1","1","1",1,0,0,0,1347666.6667
"21909","7821691","1","1","1",2,0,0,0,26091666.667
"21910","7821693","1","1","1",1,1,0,1,646666.66667
"21911","7821695","1","1","1",2,0,0,1,1178333.3333
"21912","7821697","1","1","1",2,0,0,1,1500000
"21913","7821698","1","1","1",1,0,0,1,1145000
"21914","7821700","1","1","1",3,0,1,1,6991666.6667
"21915","7821701","1","1","1",1,0,0,1,215000
"21916","7821702","1","1","1",2,0,0,1,4750000
"21917","7821703","1","1","1",2,0,0,1,4500000
"21918","7821704","1","1","1",3,0,1,1,2100000
"21919","7821706","1","1","1",1,0,0,0,1186900
"21920","7821707","1","1","1",3,0,0,1,2950000
"21921","7821710","1","1","1",2,0,0,1,1215000
"21922","7821711","1","1","1",2,0,0,1,8e+05
"21923","7821712","1","1","1",2,0,0,1,2373500
"21924","7821714","1","1","1",2,0,0,1,1500000
"21925","7821716","1","1","1",1,0,0,1,709000
"21926","7821717","1","1","1",3,0,1,1,2e+06
"21927","7821718","1","1","1",1,0,0,1,556666.66667
"21928","7821719","1","1","1",1,0,0,1,890000
"21929","7821721","1","1","1",1,0,0,1,4079583.3333
"21930","7821722","1","1","1",1,0,0,0,870000
"21931","7821723","1","1","1",1,0,0,1,304166.66667
"21932","7821724","1","1","1",1,0,0,1,7e+05
"21933","7821725","1","1","1",1,0,0,1,745000
"21934","7821726","1","1","1",1,0,0,1,148000
"21935","7821728","1","1","1",1,0,0,1,960000
"21936","7821729","1","1","1",2,0,0,1,946666.66667
"21937","7821730","1","1","1",1,0,0,1,625000
"21938","7821731","1","1","1",1,0,0,1,305000
"21939","7821732","1","1","1",1,0,0,1,978333.33333
"21940","7821733","1","1","1",2,0,0,1,1250000
"21941","7821734","1","1","1",2,1,0,1,550000
"21942","7821735","1","1","1",1,0,0,1,1632500
"21943","7821736","1","1","1",2,0,0,1,1350000
"21944","7821737","1","1","1",1,1,0,1,230000
"21945","7821738","1","1","1",2,0,0,1,3e+06
"21946","7821740","1","1","1",2,0,0,1,2046916.6667
"21947","7821741","1","1","1",2,0,0,1,1145000
"21948","7821742","1","1","1",1,0,0,1,760000
"21949","7821743","1","1","1",2,0,0,1,1750000
"21950","7821744","1","1","1",2,0,0,1,1500000
"21951","7821745","1","1","1",1,0,0,1,756666.66667
"21952","7821747","1","1","1",1,0,0,1,1033333.3333
"21953","7821748","1","1","1",1,0,0,1,493333.33333
"21954","7821749","1","1","1",1,0,0,1,430000
"21955","7821750","1","1","1",2,0,0,1,116666.66667
"21956","7821751","1","1","1",2,0,0,1,1833333.3333
"21957","7821752","1","1","1",2,0,0,1,1650000
"21958","7821753","1","1","1",1,0,0,1,855000
"21959","7821754","1","1","1",2,0,0,0,6315000
"21960","7821755","1","1","1",2,0,0,1,2358333.3333
"21961","7821756","1","1","1",1,0,0,0,9401666.6667
"21962","7821757","1","1","1",1,0,0,0,1400000
"21963","7821759","1","1","1",1,0,0,1,480000
"21964","7821760","1","1","1",1,0,0,0,96666.666667
"21965","7821761","1","1","1",2,0,1,1,2600333.3333
"21966","7821762","1","1","1",1,0,0,1,1005000
"21967","7821763","1","1","1",2,0,0,0,846583.33333
"21968","7821764","1","1","1",2,0,0,1,6e+05
"21969","7821765","1","1","1",2,0,0,1,790000
"21970","7821766","1","1","1",1,0,0,1,440000
"21971","7821767","1","1","1",1,0,0,1,380000
"21972","7821768","1","1","1",1,0,0,1,7e+05
"21973","7821769","1","1","1",1,0,0,1,1200000
"21974","7821770","1","1","1",2,0,1,1,1541666.6667
"21975","7821771","1","1","1",2,0,0,1,1833333.3333
"21976","7821772","1","1","1",2,0,0,1,1660000
"21977","7821773","1","1","1",2,0,0,1,1300000
"21978","7821774","1","1","1",1,0,0,1,1e+05
"21979","7821776","1","1","1",1,0,0,1,662166.66667
"21980","7821777","1","1","1",1,0,0,1,650000
"21981","7821779","1","1","1",1,0,0,0,1181666.6667
"21982","7821780","1","1","1",2,0,0,1,6e+05
"21983","7821781","1","1","1",2,0,0,1,3066666.6667
"21984","7821782","1","1","1",2,0,0,1,1012500
"21985","7821783","1","1","1",2,0,0,1,466666.66667
"21986","7821785","1","1","1",2,0,0,1,317500
"21987","7821786","1","1","1",1,0,0,1,1437500
"21988","7821787","1","1","1",1,0,0,1,678333.33333
"21989","7821788","1","1","1",1,0,0,1,320000
"21990","7821789","1","1","1",1,0,0,1,1480000
"21991","7821790","1","1","1",1,0,0,1,1683333.3333
"21992","7821791","1","1","1",1,0,0,1,825666.66667
"21993","7821792","1","1","1",1,0,0,1,983333.33333
"21994","7821793","1","1","1",1,0,0,1,5e+05
"21995","7821795","1","1","1",1,1,0,1,1913333.3333
"21996","7821796","1","1","1",1,1,0,1,1310000
"21997","7821797","1","1","1",2,0,0,1,1680000
"21998","7821798","1","1","1",2,0,0,1,8e+05
"21999","7821799","1","1","1",2,0,0,1,1035000
"22000","7821801","1","1","1",1,0,0,0,618333.33333
"22001","7821802","1","1","1",2,0,1,1,2602000
"22002","7821805","1","1","1",1,0,0,1,6e+05
"22003","7821806","1","1","1",1,0,0,1,350000
"22004","7821807","1","1","1",2,0,0,1,2655000
"22005","7821808","1","1","1",1,0,0,1,9e+05
"22006","7821809","1","1","1",1,0,0,1,483333.33333
"22007","7821810","1","1","1",1,0,0,1,2435000
"22008","7821811","1","1","1",2,0,0,1,1350000
"22009","7821812","1","1","1",2,0,0,1,845000
"22010","7821814","1","1","1",2,0,0,1,1041666.6667
"22011","7821815","1","1","1",2,0,0,1,1421666.6667
"22012","7821816","1","1","1",1,0,0,1,450000
"22013","7821817","1","1","1",2,0,0,1,1225000
"22014","7821818","1","1","1",2,0,0,1,1210000
"22015","7821819","1","1","1",1,0,0,1,192500
"22016","7821820","1","1","1",2,0,0,1,1371000
"22017","7821821","1","1","1",1,0,0,1,903333.33333
"22018","7821822","1","1","1",2,0,0,1,7e+05
"22019","7821823","1","1","1",2,0,0,1,531666.66667
"22020","7821824","1","1","1",1,0,0,1,80000
"22021","7821825","1","1","1",2,0,0,1,533333.33333
"22022","7821826","1","1","1",1,0,0,0,3e+05
"22023","7821827","1","1","1",2,0,0,1,860000
"22024","7821828","1","1","1",2,0,1,1,4300000
"22025","7821830","1","1","1",1,0,0,1,180000
"22026","7821831","1","1","1",1,0,0,0,745000
"22027","7821833","1","1","1",1,0,0,1,3232083.3333
"22028","7821834","1","1","1",1,0,0,1,1687500
"22029","7821835","1","1","1",2,0,1,1,18883333.333
"22030","7821836","1","1","1",1,0,1,0,4233333.3333
"22031","7821837","1","1","1",2,0,0,1,3142000
"22032","7821838","1","1","1",2,0,0,0,2500000
"22033","7821839","1","1","1",2,0,0,1,1625000
"22034","7821840","1","1","1",1,0,0,1,1012500
"22035","7821841","1","1","1",1,0,1,0,1150000
"22036","7821842","1","1","1",1,1,0,1,1747333.3333
"22037","7821842","2","1","2",1,0,0,1,1249000
"22038","7821844","1","1","1",1,0,0,1,522500
"22039","7821846","1","1","1",2,1,0,1,2265854.6667
"22040","7821847","1","1","1",1,0,0,1,630000
"22041","7821848","1","1","1",2,0,0,1,2100000
"22042","7821849","1","1","1",1,0,0,1,2329833.3333
"22043","7821850","1","1","1",2,0,0,1,3325000
"22044","7821851","1","1","1",2,0,0,1,8e+05
"22045","7821852","1","1","1",3,1,0,0,8e+05
"22046","7821853","1","1","1",2,0,0,1,3e+05
"22047","7821855","1","1","1",2,0,0,1,9e+05
"22048","7821856","1","1","1",1,0,0,1,6600000
"22049","7821858","1","1","1",1,0,0,1,350000
"22050","7821859","1","1","1",2,0,0,1,3296666.6667
"22051","7821860","1","1","1",1,0,0,1,733333.33333
"22052","7821861","1","1","1",2,1,0,1,8e+06
"22053","7821862","1","1","1",2,0,0,1,1800000
"22054","7821864","1","1","1",1,0,0,1,1360000
"22055","7821865","1","1","1",2,1,1,1,13750000
"22056","7821866","1","1","1",1,0,0,1,550000
"22057","7821867","1","1","1",2,0,0,1,9e+05
"22058","7821868","1","1","1",2,0,0,0,3e+06
"22059","7821869","1","1","1",2,0,0,1,2083333.3333
"22060","7821870","1","1","1",1,0,0,1,1300000
"22061","7821871","1","1","1",2,0,0,1,1396666.6667
"22062","7821875","1","1","1",2,0,0,1,8e+05
"22063","7821876","1","1","1",1,0,0,1,350000
"22064","7821877","1","1","1",2,1,1,0,2450000
"22065","7821878","1","1","1",2,0,0,0,1300000
"22066","7821879","1","1","1",1,0,0,1,420000
"22067","7821880","1","1","1",2,0,0,0,950000
"22068","7821881","1","1","1",2,0,0,1,1e+06
"22069","7821882","1","1","1",2,0,0,1,950000
"22070","7821883","1","1","1",2,0,1,1,12400000
"22071","7821884","1","1","1",2,0,0,1,1350000
"22072","7821885","1","1","1",1,0,0,1,1480000
"22073","7821888","1","1","1",1,0,0,1,1575500
"22074","7821889","1","1","1",2,0,0,1,2020000
"22075","7821890","1","1","1",2,0,0,1,8e+05
"22076","7821891","1","1","1",2,0,1,0,1502500
"22077","7821892","1","1","1",1,0,0,1,381666.66667
"22078","7821893","1","1","1",1,0,0,1,1565000
"22079","7821894","1","1","1",2,0,0,1,650000
"22080","7821895","1","1","1",1,0,0,1,1500000
"22081","7821896","1","1","1",2,0,0,1,850000
"22082","7821897","1","1","1",2,0,0,1,1300000
"22083","7821899","1","1","1",2,1,0,0,933333.33333
"22084","7821900","1","1","1",1,0,0,1,2416666.6667
"22085","7821901","1","1","1",1,0,0,1,4e+05
"22086","7821902","1","1","1",3,0,0,0,3445333.3333
"22087","7821904","1","1","1",2,0,0,1,758333.33333
"22088","7821905","1","1","1",2,0,0,1,941666.66667
"22089","7821906","1","1","1",2,0,0,1,2450000
"22090","7821907","1","1","1",2,0,0,0,950000
"22091","7821908","1","1","1",3,1,1,0,17916666.667
"22092","7821910","1","1","1",2,0,0,1,5e+05
"22093","7821911","1","1","1",1,0,0,1,760000
"22094","7821914","1","1","1",1,0,0,1,1430333.3333
"22095","7821916","1","1","1",1,0,0,0,1e+06
"22096","7821917","1","1","1",2,0,0,1,1e+06
"22097","7821918","1","1","1",2,0,0,1,730000
"22098","7821920","1","1","1",2,0,0,1,2242000
"22099","7821922","1","1","1",2,0,0,1,8e+05
"22100","7821923","1","1","1",2,0,0,1,1007500
"22101","7821924","1","1","1",2,0,0,0,260000
"22102","7821925","1","1","1",2,0,0,1,1300000
"22103","7821926","1","1","1",1,0,0,1,2020000
"22104","7821927","1","1","1",2,0,1,0,1e+06
"22105","7821928","1","1","1",2,0,0,1,4038500
"22106","7821929","1","1","1",2,0,0,1,5e+05
"22107","7821930","1","1","1",2,0,0,0,950000
"22108","7821931","1","1","1",1,0,0,0,1006666.6667
"22109","7821932","1","1","1",1,0,0,1,9e+05
"22110","7821933","1","1","1",1,0,0,1,530000
"22111","7821934","1","1","1",1,0,0,1,216666.66667
"22112","7821935","1","1","1",1,0,0,1,962500
"22113","7821937","1","1","1",1,0,0,1,667500
"22114","7821938","1","1","1",1,0,0,1,1670000
"22115","7821939","1","1","1",1,0,0,1,1130000
"22116","7821941","1","1","1",2,0,0,1,1450000
"22117","7821942","1","1","1",1,0,1,1,2190000
"22118","7821943","1","1","1",1,0,0,1,1023333.3333
"22119","7821944","1","1","1",1,0,0,1,231666.66667
"22120","7821945","1","1","1",2,0,0,1,2290000
"22121","7821946","1","1","1",1,0,0,1,1116666.6667
"22122","7821947","1","1","1",1,0,0,1,613333.33333
"22123","7821949","1","1","1",2,0,0,1,2300000
"22124","7821950","1","1","1",2,0,0,1,808333.33333
"22125","7821953","1","1","1",2,0,0,1,8e+05
"22126","7821954","1","1","1",3,0,0,1,1616666.6667
"22127","7821956","1","1","1",2,0,0,0,1036250
"22128","7821957","1","1","1",2,1,0,0,1300000
"22129","7821959","1","1","1",2,0,0,1,1411666.6667
